编号,经度,纬度,所属行政区,维护联系人,联系人联系方式,联系人所属部门,监控点名称,使用部门,公安业务,摄像机类型,应用场所,分辨率,是否有拾音器,监控点方向,是否有PTZ,安装位置,是否启用,建设类型,初装日期,监控点描述,制造商,监控点型号,接入汇接点名称,汇接点负责人,监控点IP,位置类型,所属行业,警种,使用性质,监控点所属设备名称,监控点主要作用,标注更新日期,标注更新人,20位编码,32位编码,监控点被访问次数,监控点通道号
1197,116.213168,34.263227,,,,,砀郡路与东升路 东升路方向,砀山县公安局,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市砀山县,",启用,,,,GB_other,,,,,室外,,,,砀郡路与东升路 东升路方向,,,,,55080000000000000011100001700000,1,0
1198,116.212974,34.26313,,,,,砀郡路与东升路  砀郡路方向,砀山县公安局,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市砀山县,",启用,,,,GB_other,,,,,室外,,,,砀郡路与东升路  砀郡路方向,,,,,55080000000000000011100001600000,1,0
1199,116.221895,34.262644,,,,,公安局门前,砀山县公安局,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市砀山县,",启用,,,,GB_other,,,,,室外,,,,公安局门前,,,,,55080000000000000011100001500000,1,0
1200,116.212786,34.235789,,,,,101省道庄卡口进城方向,砀山县公安局,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市砀山县,",启用,,,,GB_other,,,,,室外,,,,101省道庄卡口进城方向,,,,,55080000000000000011100001400000,2,0
1201,116.234039,34.251218,,,,,人民东路与永顺路（永顺路）,砀山县公安局,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市砀山县,",启用,,,,GB_other,,,,,室外,,,,人民东路与永顺路（永顺路）,,,,,55080000000000000011100001300000,1,0
1202,116.233788,34.25979,,,,,人民东路与永顺路（人民路）,砀山县公安局,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市砀山县,",启用,,,,GB_other,,,,,室外,,,,人民东路与永顺路（人民路）,,,,,55080000000000000011100001200000,1,0
1203,116.215749,34.26996,,,,,科技路与梨花路（科技路）,砀山县公安局,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市砀山县,",启用,,,,GB_other,,,,,室外,,,,科技路与梨花路（科技路）,,,,,55080000000000000011100001100000,1,0
1204,116.22055,34.2626,,,,,科技路与砀郡路 (科技路),砀山县公安局,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市砀山县,",启用,,,,GB_other,,,,,室外,,,,科技路与砀郡路 (科技路),,,,,55080000000000000011100000900000,1,0
1205,116.215823,34.262709,,,,,科技路与砀郡路 (砀郡路),砀山县公安局,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市砀山县,",启用,,,,GB_other,,,,,室外,,,,科技路与砀郡路 (砀郡路),,,,,55080000000000000011100000800000,1,0
1206,116.19305,34.253991,,,,,中原路与人民西路（中原路）,砀山县公安局,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市砀山县,",启用,,,,GB_other,,,,,室外,,,,中原路与人民西路（中原路）,,,,,55080000000000000011100000700000,1,0
1207,116.193257,34.253859,,,,,中原路与人民西路（人民西路）,砀山县公安局,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市砀山县,",启用,,,,GB_other,,,,,室外,,,,中原路与人民西路（人民西路）,,,,,55080000000000000011100000600000,1,0
1208,116.25187,34.223445,,,,,小华楼十字路口,砀山县公安局,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市砀山县,",启用,,,,GB_other,,,,,室外,,,,小华楼十字路口,,,,,55080000000000000011100000500000,1,0
1209,117.00157,33.63238,,,,,DD67汴河东路与曙光路交口（球）:1,宿州市公安局,,枪机,"重要交通路口,",超清(1080P以上),否,朝向东,否,"安徽省宿州市,",启用,,,,kedacom,,,,,室外,,,,DD67汴河东路与曙光路交口（球）,,,,,55040000000000000011200007200000,4,0
1210,116.98347,33.64257,,,,,DG044三期五金路西头北苑D区幼儿园对面13栋西墙看西:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,DG044三期五金路西头北苑D区幼儿园对面13栋西墙看西,,,,,55030000000000000011200056300000,4,0
1211,116.98427,33.64519,,,,,DG43三期同科花园西门南29栋和30栋中间对面看北:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,DG043三期同科花园西门南29栋和30栋中间对面看北,,,,,55030000000000000011200056200000,1,0
1212,116.9852,33.64693,,,,,DG42三期滨河路同科北门西侧芸城汽贸对面看东:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,DG042三期滨河路同科北门西侧芸城汽贸对面看东,,,,,55030000000000000011200056100000,1,0
1213,116.9852,33.64693,,,,,DG41三期滨河路同科北门西侧芸城汽贸对面看西:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,DG041三期滨河路同科北门西侧芸城汽贸对面看西,,,,,55030000000000000011200056000000,3,0
1214,116.97567,33.63849,,,,,YQ95三期淮海路国贸西门南30米都市丽人门前看南:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ095三期淮海路国贸西门南30米都市丽人门前看南,,,,,55030000000000000011200055900000,1,0
1215,116.97717,33.63839,,,,,YQ93三期淮海路小河南东街21号门前电杆看东巷口:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ093三期淮海路小河南东街21号门前电杆看东巷口,,,,,55030000000000000011200055800000,1,0
1216,116.97422,33.64276,,,,,YQ83三期胜利路插花巷4号楼东墙看东2号楼内出口:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ083三期胜利路插花巷4号楼东墙看东2号楼内出口,,,,,55030000000000000011200055700000,1,0
1217,116.97419,33.64289,,,,,YQ82三期胜利路插花巷住户1号楼路西电杆看南:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ082三期胜利路插花巷住户1号楼路西电杆看南,,,,,55030000000000000011200055600000,1,0
1218,116.97419,33.64289,,,,,YQ81三期胜利路插花巷住户1号楼路西电杆看北:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ081三期胜利路插花巷住户1号楼路西电杆看北,,,,,55030000000000000011200055500000,1,0
1219,116.98092,33.64016,,,,,YQ60三期胜利路香格里拉美食新城对面立杆看东:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ060三期胜利路香格里拉美食新城对面立杆看东,,,,,55030000000000000011200055400000,1,0
1220,116.97729,33.64141,,,,,YQ38三期胜利路城隍庙南门口（球）:1,110,,球机,"重要交通路口,",高清(720P-1080P),否,,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ038三期胜利路城隍庙南门口（球）,,,,,55030000000000000011200055300000,1,0
1221,116.97729,33.64141,,,,,YQ37三期胜利路城隍庙南门西看城隍庙大门:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ037三期胜利路城隍庙南门西看城隍庙大门,,,,,55030000000000000011200055200000,1,0
1222,116.97607,33.63818,,,,,YQ30三期淮海路与大河南西街交口西北角看北:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ030三期淮海路与大河南西街交口西北角看北,,,,,55030000000000000011200055100000,1,0
1223,116.97607,33.63818,,,,,YQ29三期淮海路与大河南西街交口西北角看南:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ029三期淮海路与大河南西街交口西北角看南,,,,,55030000000000000011200055000000,1,0
1224,116.96912,33.63983,,,,,YQ03三期八一路中山西街328号门前电杆看东:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ003三期八一路中山西街328号门前电杆看东,,,,,55030000000000000011200054900000,1,0
1225,116.97082,33.63992,,,,,YQ02三期八一路中山西街199号门前木杆看西:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ002三期八一路中山西街199号门前木杆看西,,,,,55030000000000000011200054800000,1,0
1226,116.97082,33.63992,,,,,YQ01三期八一路中山西街199号门前木杆看东:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ001三期八一路中山西街199号门前木杆看东,,,,,55030000000000000011200054700000,2,0
1227,116.97407,33.60086,,,,,JH243淮海南路与外环一路交叉口（向西）:1,宿州市公安局,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,",",启用,,,,kedacom,,,,,室外,,,,JH243淮海南路与外环一路交叉口（向西）,,,,,55010000000000000011200028500000,0,0
1228,116.95314,33.59671,,,,,JH162万豪包装北墙与外环二路交叉口看西:1,宿州市公安局,,枪机,"主要交通要道,",高清(720P-1080P),否,朝向东,否,",",启用,,,,kedacom,,,,,室外,,,,JH162万豪包装北墙与外环二路交叉口看西,,,,,55010000000000000011200028400000,3,0
1229,116.96489,33.65066,,,,,XG025三期银河绿苑南区35栋西南角元小区监控旁看西:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG025三期银河绿苑南区35栋西南角元小区监控旁看西,,,,,55020000000000000011200039100000,4,0
1230,116.96489,33.65066,,,,,XG024三期银河绿苑南区35栋西南角元小区监控旁看东:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,XG024三期银河绿苑南区35栋西南角元小区监控旁看东,,,,,55020000000000000011200039000000,1,0
1231,,,,,,,火车站派出所监控:1,,,,,,否,,否,,启用,,,,kedacom,,,,34.36.11.251,室内,,,,火车站派出所监控,,,,,55030000000000000011200054600000,0,0
1232,116.97546,33.61598,,,,,NG10三期淮海南路光华园门前监控杆看西大门:1,110,,枪机,"重要交通路口,",超清(1080P以上),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,NG010三期淮海南路光华园门前监控杆看西大门,,,,,55030000000000000011200054500000,3,0
1233,116.97708,33.63779,,,,,YQ92三期环城南路墉桥疾控中心门诊部门前看西:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ092三期环城南路墉桥疾控中心门诊部门前看西,,,,,55030000000000000011200054400000,1,0
1234,116.97708,33.63779,,,,,YQ91三期环城南路墉桥疾控中心门诊部门前看东:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ091三期环城南路墉桥疾控中心门诊部门前看东,,,,,55030000000000000011200054300000,1,0
1235,116.97261,33.64383,,,,,YQ88三期环城北路109号长城批发部西侧30米看东:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ088三期环城北路109号长城批发部西侧30米看东,,,,,55030000000000000011200054200000,1,0
1236,116.97538,33.64329,,,,,YQ80三期淮海路龙祠巷阿四小吃门前看北路口:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ080三期淮海路龙祠巷阿四小吃门前看北路口,,,,,55030000000000000011200054100000,1,0
1237,116.96835,33.64216,,,,,YQ76三期西昌路福利按摩医院南福利篷布厂门前看东:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ076三期西昌路福利按摩医院南福利篷布厂门前看东,,,,,55030000000000000011200054000000,1,0
1238,116.98034,33.6441,,,,,YQ57三期环城北路30号翠玉轩玉行门前看东小区出口:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ057三期环城北路30号翠玉轩玉行门前看东小区出口,,,,,55030000000000000011200053900000,1,0
1239,116.97549,33.644229,,,,,YQ51三期淮海路东方宾馆门前:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ051三期淮海路东方宾馆门前,,,,,55030000000000000011200053800000,1,0
1240,116.97526,33.64328,,,,,YQ50三期淮海路与环城北路东南角永康药房门前看北:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向北,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ050三期淮海路与环城北路东南角永康药房门前看北,,,,,55030000000000000011200053700000,1,0
1241,116.97526,33.64328,,,,,YQ49三期淮海路与环城北路东南角永康药房门前看南:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向南,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ049三期淮海路与环城北路东南角永康药房门前看南,,,,,55030000000000000011200053600000,1,0
1242,116.97706,33.64404,,,,,YQ48三期环城北路城隍庙北门对面西65米人行道看东:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向东,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ048三期环城北路城隍庙北门对面西65米人行道看东,,,,,55030000000000000011200053500000,1,0
1243,116.97706,33.64404,,,,,YQ47三期环城北路城隍庙北门对面西65米人行道看西:1,110,,枪机,"重要交通路口,",高清(720P-1080P),否,朝向西,否,"安徽省宿州市墉桥区,",启用,,,,kedacom,,,,,室外,,,,YQ047三期环城北路城隍庙北门对面西65米人行道看西,,,,,55030000000000000011200053400000,1,0
1244,117.00885,33.63109,,,,,TH40三期韩池子路中国邮政门前看南人行道和巷口:1,宿州市公安局,,枪机,"重要交通路口,",超清(1080P以上),否,朝向东,否,"安徽省宿州市,",启用,,,,kedacom,,,,,室外,,,,TH40三期韩池子路中国邮政门前看南人行道和巷口,,,,,55040000000000000011200007100000,1,0
1245,117.01683,33.63157,,,,,TH26三期汴河路与沱河路西北角加油站南看南巷口:1,宿州市公安局,,枪机,"重要交通路口,",超清(1080P以上),否,朝向东,否,"安徽省宿州市,",启用,,,,kedacom,,,,,室外,,,,TH26三期汴河路与沱河路西北角加油站南看南巷口,,,,,55040000000000000011200007000000,1,0
1246,116.99374,33.63631,,,,,DD65道东大街小立交桥东侧（球）:1,宿州市公安局,,枪机,"重要交通路口,",超清(1080P以上),否,朝向东,否,"安徽省宿州市,",启用,,,,kedacom,,,,,室外,,,,DD65道东大街小立交桥东侧（球）,,,,,55040000000000000011200006900000,3,0
1247,116.99737,33.63285,,,,,DD60三期汴河路与港口路交口东北角看北人行道:1,宿州市公安局,,枪机,"重要交通路口,",超清(1080P以上),否,朝向东,否,"安徽省宿州市,",启用,,,,kedacom,,,,,室外,,,,DD60三期汴河路与港口路交口东北角看北人行道,,,,,55040000000000000011200006800000,2,0
1248,116.98486,33.62708,,,,,SL60三期宿怀路与保险巷交口东南角（球）:1,宿州市公安局,,枪机,"主要交通要道,",超清(1080P以上),否,朝向东,否,",",启用,,,,kedacom,,,,,室外,,,,SL060宿怀路与保险巷交口东南角（球）,,,,,55010000000000000011200028300000,0,0
1249,116.99194,33.62036,,,,,SL57三期浍纺南路三里所纺织路警务室对面看警务室:1,宿州市公安局,,枪机,"主要交通要道,",超清(1080P以上),否,朝向东,否,",",启用,,,,kedacom,,,,,室外,,,,SL057浍纺南路三里所纺织路警务室对面看警务室,,,,,55010000000000000011200028200000,1,0
1250,116.98841,33.62387,,,,,SL56三期淮河中路与师专巷交口西北角西灯杆看南:1,宿州市公安局,,枪机,"主要交通要道,",超清(1080P以上),否,朝向东,否,",",启用,,,,kedacom,,,,,室外,,,,SL056淮河中路与师专巷交口西北角西灯杆看南,,,,,55010000000000000011200028100000,1,0
1251,116.98485,33.62001,,,,,SL54三期纺织路与宿怀路东南角真鞋门鞋店门前看北:1,宿州市公安局,,枪机,"主要交通要道,",超清(1080P以上),否,朝向东,否,",",启用,,,,kedacom,,,,,室外,,,,SL054纺织路与宿怀路东南角真鞋门鞋店门前看北,,,,,55010000000000000011200028000000,1,0
1252,116.98404,33.62128,,,,,SL53三期宿怀路交警支队门前（球）:1,宿州市公安局,,枪机,"主要交通要道,",超清(1080P以上),否,朝向东,否,",",启用,,,,kedacom,,,,,室外,,,,SL053宿怀路交警支队门前（球）,,,,,55010000000000000011200027900000,1,0
1253,116.97707,33.62823,,,,,SL50三期浍水路与运粮河路交口百度KTV门前看南:1,宿州市公安局,,枪机,"主要交通要道,",超清(1080P以上),否,朝向东,否,",",启用,,,,kedacom,,,,,室外,,,,SL050浍水路与运粮河路交口百度KTV门前看南,,,,,55010000000000000011200027800000,0,0
1254,116.98012,33.61987,,,,,SL46三期纺织路拂晓报社南门对面看北淮河五巷:1,宿州市公安局,,枪机,"主要交通要道,",超清(1080P以上),否,朝向东,否,",",启用,,,,kedacom,,,,,室外,,,,SL046纺织路拂晓报社南门对面看北淮河五巷,,,,,55010000000000000011200027700000,0,0
1255,116.9822,33.6199,,,,,SL45三期纺织路629号重庆鲜面条门前看北淮河一巷:1,宿州市公安局,,枪机,"主要交通要道,",超清(1080P以上),否,朝向东,否,",",启用,,,,kedacom,,,,,室外,,,,SL045纺织路629号重庆鲜面条门前看北淮河一巷,,,,,55010000000000000011200027600000,1,0
1256,116.97794,33.61967,,,,,SL44三期纺织路与运粮河路交口西南角南绿化带看北:1,宿州市公安局,,枪机,"主要交通要道,",超清(1080P以上),否,朝向东,否,",",启用,,,,kedacom,,,,,室外,,,,SL044纺织路与运粮河路交口西南角南绿化带看北,,,,,55010000000000000011200027500000,1,0
